titre_publication,date_publication,lien_publication,id_organisme_publication,nom_officiel_organisme,soustitre_publication,collection_publication,id_publication
"Vivre vieux, vivre mieux : que dit l’espérance de vie sans incapacité ?",2024-12-31,https://blog.insee.fr/que-dit-l-esperance-de-vie-sans-incapacite/,insee_blog,Blog de l'Insee,"L’espérance de vie sans incapacité (EVSI) s’est imposée comme un indicateur de référence dans le débat public, pour évaluer le nombre d’années qu’une personne peut compter vivre sans souffrir d’incapacité dans les activités du quotidien. Son calcul s’appuie sur la…",,insee_blog_113
Combien gagne un agriculteur ?,2024-12-12,https://blog.insee.fr/combien-gagne-un-agriculteur/,insee_blog,Blog de l'Insee,"La question des revenus des agriculteurs est au cœur des discussions actuelles sur l’agriculture. Plusieurs réponses peuvent être apportées pour éclaircir cette question, selon l’angle auquel on s’intéresse. Si c’est celui de la capacité de l’agriculture, en tant qu’activité économique, à…",,insee_blog_112
Comment mesurer l’« inestimable » production de l’Insee ?,2024-12-02,https://blog.insee.fr/comment-mesurer-l-inestimable-production-de-l-insee/,insee_blog,Blog de l'Insee,"Introduction de Jean-Luc Tavernier, directeur général de l’Insee Depuis le début du siècle, les effectifs de l’Insee ont fortement et continûment diminué (d’environ un quart depuis 2006 à périmètre d’activité constant) comme le budget qui lui est alloué (de près…",,insee_blog_111
Pensez-vous avoir été victime de discrimination ? Ce que vous en dites dans les enquêtes de la statistique publique,2024-11-21,https://blog.insee.fr/statistiques-publiques-sur-les-discriminations/,insee_blog,Blog de l'Insee,"Dans les enquêtes de la statistique publique, les questions posées aux personnes sur les discriminations font en général appel à une forme de subjectivité : plutôt que de leur demander directement si elles ont été victimes de discrimination, on les interroge…",,insee_blog_110
"Croissance, soutenabilité climatique, redistribution : qu’apprend-on des « comptes augmentés » ?",2024-11-05,https://blog.insee.fr/qu-apprend-on-des-comptes-augmentes/,insee_blog,Blog de l'Insee,"L’Insee publie ce jour les premiers comptes nationaux augmentés. Cette innovation vise à appréhender d’un même tenant l’activité économique, ses conséquences pour le dérèglement climatique, et la répartition des revenus des ménages. La démarche est double. D’abord, il s’agit de…",,insee_blog_109
Qui a confiance dans les chiffres de l’Insee ?,2024-10-22,https://blog.insee.fr/qui-a-confiance-dans-les-chiffres-de-l-insee/,insee_blog,Blog de l'Insee,"L’Insee conduit régulièrement des baromètres auprès de différents publics, afin de mesurer sa notoriété et son image d’une part, la satisfaction des utilisateurs de ses données d’autre part. Pour plus de 8 répondants sur 10 en 2023, l’institut inspire confiance…",,insee_blog_108
Peut-on mesurer le ressenti des phénomènes économiques et sociaux ?,2024-10-07,https://blog.insee.fr/peut-on-mesurer-le-ressenti-eco-et-socio/,insee_blog,Blog de l'Insee,Il est beaucoup reproché aux statisticiens de se focaliser sur des agrégats comptables ou des indicateurs désincarnés et de ne pas rendre compte de la vraie vie des gens et de leur perception. S’il est vrai que le PIB ou l’indice des prix à la consommation…,,insee_blog_107
La fin des voitures thermiques : une perte de pouvoir d’achat pour les ménages ?,2024-09-20,https://blog.insee.fr/fin-des-voitures-thermiques-perte-pouvoir-d-achat/,insee_blog,Blog de l'Insee,La transition énergétique pour atteindre la neutralité carbone d’ici 2050 se traduit souvent par une hausse des coûts pour les entreprises ou pour les ménages. Est-ce que les indicateurs de prix de l’Insee permettent de bien rendre compte de cette hausse ?,,insee_blog_106
"Impacts économiques et sociaux des Jeux Olympiques et Paralympiques : à vos stats, prêts, partez !",2024-07-24,https://blog.insee.fr/impacts-economiques-et-sociaux-des-jo-et-jop/,insee_blog,Blog de l'Insee,"L’Insee et le service statistique ministériel en charge de la jeunesse et des sports se mobilisent pour évaluer les impacts sportifs, économiques, sociaux et environnementaux des Jeux Olympiques…",,insee_blog_105
À la recherche des gains de productivité perdus depuis la crise sanitaire,2024-07-19,https://blog.insee.fr/la-productivite-du-travail-fr-depuis-la-crise-sanitaire/,insee_blog,Blog de l'Insee,"La productivité apparente du travail en France, mesurée ici comme le rapport du PIB à l’emploi exprimé en personnes physiques, a reculé de 3,5 % entre 2019 et 2023 alors qu’elle progressait de +0,5 à +0,6 % en moyenne par an entre 2011…",,insee_blog_104
Quel est vraiment le poids de l’industrie en France et en Allemagne ?,2024-07-12,https://blog.insee.fr/combien-pese-l-industrie-en-france-et-en-allemagne/,insee_blog,Blog de l'Insee,"Le débat sur la place et le rôle de l’industrie dans l’économie est particulièrement vif en France. Il s’appuie très souvent sur la comparaison avec des pays voisins : selon les chiffres les plus couramment mobilisés, la part de l’industrie dans…",,insee_blog_103
Un Jackpot Olympique pour les locations de meublés de tourismeviales plateformes numériques ?,2024-06-14,https://blog.insee.fr/jo-les-locations-de-meubles-via-les-plateformes/,insee_blog,Blog de l'Insee,L’hébergement en meublés touristiques par l’intermédiaire des plateformes numériques connaît un développement spectaculaire. Celui-ci était difficilement mesurable par la statistique…,,insee_blog_102
"Grâce à l’Union européenne, davantage de données pour les décideurs publics",2024-05-24,https://blog.insee.fr/davantage-de-donnees-ue-pour-decideurs-publics/,insee_blog,Blog de l'Insee,"L’Insee publie des statistiques sur la France et, régulièrement, des analyses pour comparer l’économie et la société françaises aux autres pays européens. Mais qui publie les statistiques sur l’Europe ? Eurostat, l’institut statistique européen, qui est une dir…",,insee_blog_101
Utiliser les données bancaires pour disposer d’instantanés sur la situation financière des ménages,2024-05-15,https://blog.insee.fr/les-donnees-bancaires-eclairent-sur-les-menages/,insee_blog,Blog de l'Insee,"Depuis 2021, l’Insee a produit plusieurs études à partir d’échantillons anonymisés de clients de deux réseaux bancaires, La Banque Postale et le Crédit Mutuel Alliance Fédérale. Ces partenariats…",,insee_blog_100
Mesurer les enjeux du changement climatique dans les territoires,2024-05-03,https://blog.insee.fr/mesurer-les-enjeux-du-changement-climatique/,insee_blog,Blog de l'Insee,Les années 2022 et 2023 ont été les plus chaudes depuis le commencement de l’ère industrielle en France métropolitaine. L’évidence du dérèglement climatique se manifeste notamment dans des catastrophes naturelles localisées dans certains…,,insee_blog_99
Les enquêtes de conjoncture se valent-elles toutes ?,2024-04-24,https://blog.insee.fr/les-enquetes-de-conjoncture-se-valent-elles-toutes/,insee_blog,Blog de l'Insee,"Utilisées pour analyser la conjoncture et effectuer des prévisions économiques, les enquêtes de conjoncture auprès des entreprises sont harmonisées par la Commission européenne pour assurer la comparabilité entre pays. Pour la France, ce sont les enquêtes…",,insee_blog_98
"Population immigrée, entrées sur le territoire, titres de séjour… S’y retrouver dans les chiffres de l’immigration",2024-04-04,https://blog.insee.fr/s-y-retrouver-dans-les-chiffres-de-l-immigration/,insee_blog,Blog de l'Insee,"331 000 immigrés sont entrés en France en 2022 selon le recensement de la population, tandis que 319 000 premiers titres de séjour ont été…",,insee_blog_97
Le dynamisme démographique de la Guyane est-il sous-estimé ?,2024-03-15,https://blog.insee.fr/le-dynamisme-demographique-guyanais-est-il-ss-estime/,insee_blog,Blog de l'Insee,"La croissance de la population reste forte en Guyane sur la décennie écoulée. Elle est supérieure à celle des pays voisins et de tous les autres départements français après Mayotte, du fait de naissances nettement plus élevées que les décès. Elle est toutefois freinée par des départs de jeunes de plus en plus nombreux et d’entrées sur le territoire qui croissent moins fortement que les sorties.",,insee_blog_96
Faut-il s’attendre à une forte révision à la hausse de la croissance économique française depuis 2020 ?,2024-02-28,https://blog.insee.fr/la-croissance-economique-sera-t-elle-fortement-revue/,insee_blog,Blog de l'Insee,Des observateurs tels que l’OFCE estiment que le rebond de l’activité économique en France à la suite de la crise sanitaire pourrait être fortement sous-estimé et donc être révisé à la hausse de façon importante dans les campagnes annuelles de comptes économiques à venir. Ils avancent les raisons suivantes …,,insee_blog_95
Les petits délits n’échapperont plus aux poursuites statistiques,2024-02-09,https://blog.insee.fr/les-petits-delits-nechapperont-plus-aux-poursuites-statistiques/,insee_blog,Blog de l'Insee,"Aux ministères de l’Intérieur et de la Justice, la dématérialisation de toutes les pièces au dossier sera bientôt la norme pour toutes les affaires pénales : le déploiement progressif de ce qu’on appelle la « procédure pénale numérique », entamé en 2021, devrait…",,insee_blog_94
Le recensement annuel fête ses 20 ans !,2024-01-16,https://blog.insee.fr/le-recensement-annuel-fete-ses-20-ans/,insee_blog,Blog de l'Insee,"En France, le recensement de la population est devenu annuel en 2004, dans le but de fournir des informations sur la population chaque année au niveau de chaque territoire. La méthode adoptée il y a 20 ans permet en outre de…",,insee_blog_93
"Shrinkflation, « effet qualité », évolution de l’offre de produits : comment l’Insee mesure-t-il le juste prix ?",2023-12-15,https://blog.insee.fr/comment-l-insee-mesure-t-il-le-juste-prix/,insee_blog,Blog de l'Insee,"L’indice des prix à la consommation mesure l’inflation, c’est-à-dire l’évolution des prix des produits à caractéristiques constantes, autrement dit à qualité et quantité comparables. La shrinkflation, qui consiste à réduire la contenance de certains produits, et la cheapflation qui consiste…",,insee_blog_92
La consommation alimentaire diminue : oui mais de combien ?,2023-11-27,https://blog.insee.fr/la-consommation-alimentaire-diminue-mais-de-combien/,insee_blog,Blog de l'Insee,"Mesurer aussi précisément que possible la consommation alimentaire des ménages est primordial, particulièrement lorsqu’elle évolue de façon exceptionnelle. L’Insee réalise chaque mois et chaque trimestre une estimation de son évolution…",,insee_blog_91
Les grandes entreprises sous leur meilleur profil,2023-11-17,https://blog.insee.fr/les-grandes-entreprises-sous-leur-meilleur-profil/,insee_blog,Blog de l'Insee,"L’entreprise est une réalité économique multidimensionnelle qu’il faut définir et suivre statistiquement avec rigueur et clarté. Selon les problématiques à analyser, l’objet d’étude est différent. Il peut être pertinent de travailler au niveau des unités telles…",,insee_blog_90
"Dis-moi ce que tu consommes, je te donnerai ton empreinte carbone : un exercice crucial mais piégeux",2023-11-07,https://blog.insee.fr/consommation-vs-empreinte-carbone-calcul-piegeux/,insee_blog,Blog de l'Insee,L’urgence climatique requiert de réduire fortement les émissions mondiales de gaz à effet de serre. L’empreinte carbone d’un groupe de ménages renseigne sur les efforts que ce groupe devra fournir pour la transition écologique. Les écarts…,,insee_blog_89
Mesurer l’évolution des salaires à court terme : une palette d’indicateurs statistiques complémentaires,2023-10-06,https://blog.insee.fr/mesurer-l-evolution-des-salaires-a-court-terme/,insee_blog,Blog de l'Insee,"Pour éclairer le débat public sur les hausses de salaires au regard de l’inflation, et plus généralement les évolutions des salaires à court terme, la statistique publique produit plusieurs indicateurs trimestriels qui apportent des informations…",,insee_blog_88
Regarder la croissance sous l’angle du PIB ressenti rebat les hiérarchies économiques internationales,2023-09-29,https://blog.insee.fr/regarder-la-croissance-sous-l-angle-du-pib-ressenti/,insee_blog,Blog de l'Insee,"Mesurée par celle du PIB, la croissance économique n’entraîne pas nécessairement une amélioration économique perçue par la population et donc de ses conditions de vie. En effet, la répartition des fruits de la croissance peut être inégale et une même…",,insee_blog_87
En balade avec l’Insee sur l’échelle des salaires,2023-09-14,https://blog.insee.fr/en-balade-avec-l-insee-sur-l-echelle-des-salaires/,insee_blog,Blog de l'Insee,L’Insee vient de mettre à jour les données de son outil interactif sur les salaires. Un site pratique pour se comparer et faire un point objectif sur les métiers et leurs rémunérations. Petit tour d’horizon. L’Insee vient de mettre à jour les données …,,insee_blog_86
"Les appariements de données de la statistique publique : des analyses enrichies, un cadre juridique protecteur",2023-09-01,https://blog.insee.fr/appariements-de-donnees-de-la-statistique-publique/,insee_blog,Blog de l'Insee,"L’Insee, et plus largement le service statistique public, collecte des informations d’origines diverses, notamment par des enquêtes sur échantillons ou par la réutilisation à des fins statistiques de données administratives. Ces données…",,insee_blog_85
"Pour les statisticiens, avoir la moyenne ne suffit pas",2023-07-20,https://blog.insee.fr/pour-les-statisticiens-la-moyenne-ne-suffit-pas/,insee_blog,Blog de l'Insee,La moyenne est facile à calculer et à comprendre. Mais elle résume souvent mal l’information qu’elle doit représenter. C’est le cas par exemple pour les salaires : les plus hauts salaires augmentent la moyenne sans que la situation de la majorité…,,insee_blog_84
Les nouveaux flux de déménagements depuis la Covid : le recensement et les autres sources racontent-ils la même histoire ?,2023-07-10,https://blog.insee.fr/flux-de-demenagements-recensement-vs-autres-sources/,insee_blog,Blog de l'Insee,"Les recensements de la population permettent d’appréhender les mobilités résidentielles à un niveau territorial fin et de caractériser les personnes qui changent de résidence. En complément, des données alternatives fournissent une information fraîche…",,insee_blog_83
« A voté » : à chaque bureau de vote ses électeurs,2023-06-28,https://blog.insee.fr/a-vote-a-chaque-bureau-de-vote-ses-electeurs/,insee_blog,Blog de l'Insee,"Quel lien y a-t-il entre la sociologie des différents quartiers au sein d’une ville et leur vote ? Les résultats d’une élection sont analysés à différentes échelles géographiques, la plus fine étant habituellement celle de la commune…",,insee_blog_82
L’économie française de 2020 à 2022 : bilan macroéconomique de trois années tourmentées,2023-06-13,https://blog.insee.fr/france-bilan-macroeconomique-de-3-annees-tourmentees/,insee_blog,Blog de l'Insee,"L’économie française a subi plusieurs « chocs », en partie liés entre eux, de 2020 à 2022. Quelles en ont été les conséquences sur les revenus et la situation financière des différents agents économiques que sont les ménages, les sociétés et les administrations…",,insee_blog_81
Des statistiques pour accompagner la transition climatique,2023-05-25,https://blog.insee.fr/statistiques-pour-accompagner-transition-climatique/,insee_blog,Blog de l'Insee,La statistique publique a un rôle à jouer dans l’analyse et le suivi des enjeux de la transition climatique comme le souligne le récent rapport sur Les incidences économiques de l’action pour le climat. Disposer de statistiques adaptées et précises…,,insee_blog_80
Quels types de sources l’Insee utilise-t-il pour construire ses statistiques ?,2023-05-16,https://blog.insee.fr/quels-types-de-sources-l-insee-utilise-t-il/,insee_blog,Blog de l'Insee,"Pour pouvoir produire une statistique de qualité, encore faut-il savoir où chercher les informations ! Pour cela, les statisticiens de l’Insee utilisent une matière première riche et protéiforme, les données que les statisticiens vont puiser dans trois types de sources…",,insee_blog_79
Comment mesure-t-on le poids économique du tourisme en France ?,2023-04-28,https://blog.insee.fr/mesurer-le-poids-economique-du-tourisme-en-france/,insee_blog,Blog de l'Insee,"En 2021, le tourisme contribue à 3,0 % de la richesse créée par l’économie française, soit 75,7 milliards d’euros. C’était plus de 4 % avant la crise sanitaire. Pour mesurer ce produit intérieur brut (PIB) touristique, l’Insee applique les concepts et les méthodes recommandés au niveau international. Le calcul consiste à évaluer la valeur ajoutée par le tourisme dans chacun des secteurs d’activité.",,insee_blog_78
« Elle est pas fraîche ma statistique ? »,2023-04-21,https://blog.insee.fr/elle-est-pas-fraiche-ma-statistique/,insee_blog,Blog de l'Insee,"Les statisticiens ne prennent pas leur temps. Ils ont démontré pendant la crise sanitaire qu’ils savaient réagir et produire vite : en exploitant des données massives et à haute fréquence, en lançant en quelques semaines des enquêtes inédites, en adaptant leurs méthodes…",,insee_blog_77
« Augmenter » les comptes nationaux pour aller au-delà de la seule mesure de l’activité économique,2023-04-03,https://blog.insee.fr/augmenter-les-comptes-nationaux-pour-mesurer-plus/,insee_blog,Blog de l'Insee,"Le Système de comptabilité nationale (SCN) et son indicateur central, le PIB, disposent d’atouts majeurs (lire le billet associé Le PIB reste-t-il un indicateur pertinent ? publié simultanément). Le PIB présente cependant des limites inhérentes…",,insee_blog_76
Le PIB reste-t-il un indicateur pertinent ?,2023-04-03,https://blog.insee.fr/le-pib-reste-t-il-un-indicateur-pertinent/,insee_blog,Blog de l'Insee,"Le terme « PIB » est passé dans le langage courant, pour autant peu de gens savent précisément ce qu’il recouvre. Dans le monde économique et au-delà, les critiques ne manquent pas : le PIB mesurerait mal l’activité économique ; le PIB devrait mesurer autre chose.",,insee_blog_75
Évolution des inégalités entre les femmes et les hommes : faut-il se réjouir ou se désoler ?,2023-03-07,https://blog.insee.fr/evolution-inegalites-femmes-hommes/,insee_blog,Blog de l'Insee,"Niveau de diplôme, accès à l’emploi et aux postes de cadres, salaires et pensions de retraites, présence dans la vie politique, partage des temps domestique et parental : dans tous ces domaines, les inégalités entre les femmes et les hommes se réduisent lentement sur les décennies passées, ce dont on peut se réjouir. Mais dans ces mêmes domaines, il existe aussi des raisons d’être découragé…",,insee_blog_74
"Sur le terrain des tâches domestiques, l’homme est sur le banc des remplaçants",2023-02-14,https://blog.insee.fr/sur-les-taches-domestiques-l-homme-est-remplacant/,insee_blog,Blog de l'Insee,"La récente crise du Covid a révélé que les arrangements familiaux des couples peuvent être souples. La répartition des temps – travail, tâches ménagères et parentales – a fortement varié sous l’effet du contexte, conduisant à une implication bien plus…",,insee_blog_73
Un retour sur l’évolution récente de l’inflation,2023-01-27,https://blog.insee.fr/un-retour-sur-l-evolution-recente-de-l-inflation/,insee_blog,Blog de l'Insee,"La hausse des prix à la consommation en France a atteint 5,2 % en moyenne en 2022, du fait de la poussée des prix de l’énergie, de l’alimentation, et dans une moindre mesure des autres produits. Un tel niveau d’inflation n’avait…",,insee_blog_72
"À Mayotte, un recensement adapté à une population aux évolutions hors normes",2023-01-05,https://blog.insee.fr/mayotte-recensement-adapte-a-population-hors-norme/,insee_blog,Blog de l'Insee,"Au 1er janvier 2022, Mayotte compte 300 000 habitants. Ce chiffre est fondé sur le dernier recensement exhaustif mené en 2017, actualisé chaque année à partir des données d’état civil sur les naissances et les décès ainsi que par la prolongation de la tendance en matière de flux migratoires. ..",,insee_blog_71
Estimer la TVA non recouvrée à partir des contrôles fiscaux,2022-12-16,https://blog.insee.fr/estimer-la-tva-non-recouvree-a-partir-des-controles-fiscaux/,insee_blog,Blog de l'Insee,"Pour estimer le manque à gagner de l’État lié au non-recouvrement de la TVA, l’Insee s’est appuyé sur les redressements effectivement constatés lors des contrôles fiscaux. Or, les entreprises contrôlées ne sont pas représentatives de l’ensemble des entreprises : elles ont des caractéristiques qui ne permettent pas d’extrapoler directement leur comportement à toutes les entreprises.",,insee_blog_70
Covid-19 et mortalité : au-delà des chiffres de l’Insee,2022-11-08,https://blog.insee.fr/covid-19-et-mortalite-au-dela-des-chiffres-insee/,insee_blog,Blog de l'Insee,"Pour suivre la mortalité liée à la Covid-19, deux organismes produisent des données : l’Insee et l’Inserm. Le premier diffuse le nombre de décès « toutes causes confondues », qui permet, par écart à la tendance, d’estimer la surmortalité liée à la pandémie. L’Inserm établit les statistiques sur les causes de décès…",,insee_blog_69
"Ventiler le PIB national au niveau des régions, « façon puzzle »",2022-10-21,https://blog.insee.fr/ventiler-pib-national-au-niveau-regional/,insee_blog,Blog de l'Insee,"Calculer des produits intérieurs bruts (PIB) régionaux répond à une obligation européenne et à des attentes locales. Pour y parvenir, la valeur ajoutée nationale est ventilée entre régions en fonction des salaires versés dans les établissements…",,insee_blog_68
Quelle a été l’évolution de la pauvreté en 2020 ?,2022-10-14,https://blog.insee.fr/quelle-a-ete-levolution-de-la-pauvrete-en-2020/,insee_blog,Blog de l'Insee,"Pour estimer la pauvreté, l’Insee s’appuie habituellement sur l’enquête sur les revenus fiscaux et sociaux, ERFS. Exceptionnellement, pour 2020, l’Insee ne valide pas les résultats issus de cette enquête. Selon ERFS, la pauvreté aurait fortement baissé, tandis que les deux autres sources qui permettent de calculer le taux de pauvreté révèlent une stabilité ou quasi-stabilité de celui-ci…",,insee_blog_67
Six mois de présidence française du Conseil de l’Union européenne : les avancées dans le domaine statistique,2022-09-23,https://blog.insee.fr/avancees-statistiques-6-mois-presidence-fr-de-l-ue/,insee_blog,Blog de l'Insee,"Mieux mesurer l’usage des produits phytopharmaceutiques, les « pesticides », par les agriculteurs européens, préparer la mise en place des comptes des institutions européennes, permettre l’accès de la statistique publique à des données d’acteurs privés dans le cadre la révision de la loi statistique européenne : tels sont les trois principaux sujets qui ont occupé l’Insee pendant tout le premier semestre…",,insee_blog_66
Termes de l’échange et revenu intérieur réel : mesurer le pouvoir d’achat de la nation,2022-09-09,https://blog.insee.fr/termes-echange-revenu-interieur-et-pouvoir-d-achat/,insee_blog,Blog de l'Insee,"Aujourd’hui, en France, les prix des produits importés, notamment les produits énergétiques, augmentent bien davantage que les prix de nos exportations. De ce fait, les termes de l’échange, c’est-à-dire le rapport entre les prix des exportations et les prix des importations, diminuent…",,insee_blog_65
Ce que nous enseignent les déflateurs en comptabilité nationale,2022-09-02,https://blog.insee.fr/inflation-les-deflateurs-en-comptabilite-nationale/,insee_blog,Blog de l'Insee,"Pour mesurer les tensions inflationnistes dans l’économie, l’Insee collecte des prix à différents niveaux de la chaîne de valeur, depuis le stade de la production jusqu’à celui de la consommation, donnant ainsi naissance à plusieurs familles d’indices de prix…",,insee_blog_64
Il y a sondage et sondage…,2022-07-25,https://blog.insee.fr/il-y-a-sondage-et-sondage-2/,insee_blog,Blog de l'Insee,"Pour mener leurs enquêtes, les statisticiens publics procèdent par sondage. Mais leur pratique est bien différente de celle des très nombreuses enquêtes publiées quotidiennement, lesquelles interrogent en général de l’ordre du millier de personnes, sans toujours se soucier de la représentativité de ces personnes…",,insee_blog_63
Faut-il fixer un seuil de richesse ?,2022-07-01,https://blog.insee.fr/faut-il-fixer-un-seuil-de-richesse-2/,insee_blog,Blog de l'Insee,"L’Insee produit les données utiles à l’analyse des inégalités en France. Il publie régulièrement des études sur le sujet. Au niveau international, un seuil de pauvreté a été défini, naturellement associé à la politique publique de lutte contre la pauvreté. De l’autre côté du spectre, l’Insee réalise des travaux sur les 10 % les plus aisés de la population, voire les 1 %, 0,1 % et même 0,01 % lorsque les sources s’y prêtent.",,insee_blog_62
L’enjeu de la confrontation entre les  indicateurs sur l’état de l’environnement et les moyens financiers  publics et privés déployés pour le protéger,2022-06-24,https://blog.insee.fr/etat-de-l-environnement-vs-moyens-financiers/,insee_blog,Blog de l'Insee,De nombreux indicateurs permettent de suivre l’évolution des différents écosystèmes et les dépenses engagées pour protéger l’environnement. Mais comment juger de l’efficacité de ces dépenses ? Le Bilan environnemental de la France paru au printemps propose pour la première fois une confrontation entre l’évolution de l’état de l’environnement et les dépenses dans le domaine de la protection de la biodiversité et des paysages.,,insee_blog_61
La France est-elle LE pays de la reproduction des inégalités entre générations ?,2022-05-19,https://blog.insee.fr/reproduction-des-inegalites-entre-generations/,insee_blog,Blog de l'Insee,"Il est souvent affirmé que la reproduction des inégalités entre générations serait plus forte en France que dans les autres pays développés. En reliant pour la première fois le revenu des enfants à celui de leurs parents, l’Insee vient de publier une étude qui met pourtant en évidence de nombreux mouvements dans l’échelle des revenus d’une génération à l’autre. Alors, comment concilier ces résultats ?",,insee_blog_60
Hausse généralisée des prix à la production : signe avant-coureur de nouvelles tensions inflationnistes ?,2022-05-04,https://blog.insee.fr/hausse-prix-production-tensions-inflationnistes/,insee_blog,Blog de l'Insee,"Publiés chaque mois par l’Insee, les indices de prix à la production (IPP) mesurent les variations des prix en « sortie de ferme » ou en « sortie d’usine ». Les IPP constituent un indicateur important pour analyser la conjoncture économique en raison de leurs hausses marquées depuis plusieurs mois…",,insee_blog_59
Qui sont les travailleurs essentiels ? Un enjeu en temps de crise sanitaire mais aussi pour les politiques de logement,2022-03-17,https://blog.insee.fr/qui-sont-les-travailleurs-essentiels/,insee_blog,Blog de l'Insee,"Une infirmière qui ne peut pas se rendre à l’hôpital, un éboueur qui ne peut pas assurer sa tournée, un ouvrier de l’agro-alimentaire qui ne peut rejoindre son usine : la question des secteurs et des travailleurs qualifiés d’« essentiels » s’est imposée dans le débat public lors du premier confinement au printemps 2020…",,insee_blog_58
Indice des prix à la consommation vs indice des prix harmonisé au niveau européen : santé et énergie font la différence,2022-03-01,https://blog.insee.fr/ipc-vs-ipc-harmonise-sante-et-energie-comptent/,insee_blog,Blog de l'Insee,"Depuis sa création, l’Insee calcule l’indice des prix à la consommation (IPC) sur lequel se fonde la mesure de l’inflation. Dans les années 1990, en vue de l’intégration monétaire, les pays européens ont défini un indice harmonisé, à champ et concepts identiques pour tous les pays.",,insee_blog_57
Tout demandeur d’emploi n’est pas forcément chômeur,2022-02-18,https://blog.insee.fr/tout-demandeur-demploi-nest-pas-forcement-chomeur/,insee_blog,Blog de l'Insee,"Qu’est-ce que l’emploi ? Le chômage ? L’inactivité ? Comment définir chacune de ces notions afin de comparer leurs mesures entre les pays ? Pour répondre à ces questions, le Bureau international du travail, réunissant des experts du monde entier, a défini des concepts qui font référence au niveau international et qui permettent des mesures comparables dans le temps et entre pays.",,insee_blog_56
Tourisme : quand recherches Google et avis Airbnb viennent à la rescousse du statisticien,2022-01-28,https://blog.insee.fr/tourisme-recherchesgoogle-avisairbnb-et-statistiques/,insee_blog,Blog de l'Insee,"Capitale pour la France, l’activité touristique est portée à la fois par la clientèle nationale et la clientèle internationale. Cette activité s’est arrêtée net lors du premier confinement en mars 2020, puis a subi de fortes fluctuations au gré des restrictions de déplacement.",,insee_blog_55
